0,1,2,3,4,5,6,7,8,9,10
bottled beer,newspapers,,,,,,,,,
chicken,whole milk,curd,frozen meals,beverages,,,,,,
other vegetables,other vegetables,berries,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
waffles,whole milk,meat spreads,,,,,,,,
ham,rolls/buns,,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
onions,bottled beer,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
newspapers,soda,,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
other vegetables,berries,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
frankfurter,prosecco,,,,,,,,,
chicken,whole milk,whole milk,chewing gum,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
bottled water,canned beer,,,,,,,,,
sausage,other vegetables,tropical fruit,mayonnaise,,,,,,,
citrus fruit,pork,napkins,domestic eggs,,,,,,,
whole milk,newspapers,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
root vegetables,grapes,,,,,,,,,
pip fruit,pastry,,,,,,,,,
dessert,whole milk,,,,,,,,,
pork,pip fruit,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
dessert,root vegetables,,,,,,,,,
frankfurter,margarine,whole milk,soda,margarine,brown bread,margarine,frozen vegetables,,,
butter milk,soda,rolls/buns,,,,,,,,
specialty chocolate,misc. beverages,,,,,,,,,
cream cheese ,domestic eggs,,,,,,,,,
frankfurter,curd,specialty cheese,,,,,,,,
rolls/buns,root vegetables,root vegetables,pastry,cake bar,canned fish,,,,,
root vegetables,sugar,newspapers,,,,,,,,
tropical fruit,beef,curd,rolls/buns,whipped/sour cream,whole milk,candles,cake bar,flour,,
other vegetables,napkins,newspapers,,,,,,,,
frankfurter,whipped/sour cream,other vegetables,,,,,,,,
meat,dessert,,,,,,,,,
chicken,soups,bottled water,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
ham,rolls/buns,rolls/buns,chewing gum,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
butter,yogurt,,,,,,,,,
canned beer,onions,,,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
curd,domestic eggs,,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
soda,pastry,,,,,,,,,
soda,beef,other vegetables,soda,flour,,,,,,
meat,pasta,,,,,,,,,
grapes,cream cheese ,,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
frankfurter,fruit/vegetable juice,shopping bags,,,,,,,,
whipped/sour cream,shopping bags,soda,,,,,,,,
whole milk,waffles,,,,,,,,,
whole milk,red/blush wine,newspapers,,,,,,,,
other vegetables,abrasive cleaner,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
chewing gum,citrus fruit,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
citrus fruit,citrus fruit,specialty chocolate,cream cheese ,,,,,,,
soda,beef,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
frozen vegetables,chicken,,,,,,,,,
butter milk,fruit/vegetable juice,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled beer,sugar,bottled water,,,,,,,,
rolls/buns,soda,red/blush wine,,,,,,,,
sliced cheese,margarine,,,,,,,,,
soda,tropical fruit,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
dishes,frozen fish,,,,,,,,,
canned beer,napkins,,,,,,,,,
ice cream,root vegetables,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
bottled water,root vegetables,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
coffee,other vegetables,specialty cheese,,,,,,,,
herbs,root vegetables,,,,,,,,,
sausage,hamburger meat,,,,,,,,,
sugar,red/blush wine,,,,,,,,,
root vegetables,pastry,,,,,,,,,
dishes,yogurt,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
chicken,bottled water,,,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
brown bread,processed cheese,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
citrus fruit,ham,red/blush wine,rolls/buns,specialty chocolate,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
rolls/buns,butter milk,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
pork,canned fish,zwieback,frozen vegetables,,,,,,,
chocolate,curd,salty snack,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
citrus fruit,yogurt,,,,,,,,,
sausage,beverages,,,,,,,,,
napkins,brown bread,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
chicken,cling film/bags,,,,,,,,,
ham,misc. beverages,,,,,,,,,
cream cheese ,specialty chocolate,,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
grapes,onions,,,,,,,,,
tropical fruit,flour,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
frankfurter,frankfurter,pip fruit,yogurt,,,,,,,
white bread,canned beer,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
yogurt,whole milk,soft cheese,,,,,,,,
whole milk,soda,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
onions,pip fruit,dog food,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
butter milk,mayonnaise,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,soda,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
beef,root vegetables,,,,,,,,,
white wine,soda,,,,,,,,,
cat food,soda,,,,,,,,,
semi-finished bread,spices,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
napkins,whole milk,butter milk,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
tropical fruit,coffee,newspapers,,,,,,,,
rolls/buns,sausage,whole milk,nuts/prunes,,,,,,,
frankfurter,shopping bags,rolls/buns,,,,,,,,
curd,coffee,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
chewing gum,newspapers,candy,,,,,,,,
yogurt,chicken,soda,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
brown bread,pasta,,,,,,,,,
canned beer,margarine,pastry,,,,,,,,
citrus fruit,newspapers,shopping bags,,,,,,,,
chewing gum,sugar,,,,,,,,,
oil,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
ham,tropical fruit,,,,,,,,,
chocolate,brown bread,salty snack,,,,,,,,
soda,root vegetables,,,,,,,,,
pastry,syrup,,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
cream cheese ,soft cheese,,,,,,,,,
rolls/buns,grapes,potato products,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
whole milk,rice,,,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
meat,other vegetables,pasta,,,,,,,,
curd,pip fruit,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
whole milk,condensed milk,,,,,,,,,
chocolate marshmallow,bottled water,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
sausage,canned vegetables,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
chewing gum,soda,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
sausage,hard cheese,bottled beer,,,,,,,,
whole milk,hard cheese,white bread,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
newspapers,sausage,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
meat spreads,ketchup,,,,,,,,,
pork,butter,,,,,,,,,
rolls/buns,yogurt,napkins,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
canned beer,yogurt,soda,,,,,,,,
pip fruit,napkins,shopping bags,,,,,,,,
other vegetables,popcorn,butter,,,,,,,,
dishes,pastry,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
specialty chocolate,onions,,,,,,,,,
soda,mustard,,,,,,,,,
pork,curd,,,,,,,,,
canned beer,onions,,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
tropical fruit,liquor (appetizer),,,,,,,,,
soda,red/blush wine,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
brown bread,brown bread,,,,,,,,,
waffles,yogurt,,,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
beef,sugar,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
bottled beer,fruit/vegetable juice,whole milk,bottled beer,,,,,,,
roll products ,canned vegetables,,,,,,,,,
meat,whole milk,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
candy,long life bakery product,,,,,,,,,
whole milk,other vegetables,pot plants,,,,,,,,
yogurt,softener,,,,,,,,,
pip fruit,soda,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
pork,napkins,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
canned beer,bottled water,,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
pork,sweet spreads,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
sausage,bottled water,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
beef,bottled water,,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
beef,flower (seeds),,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
salty snack,condensed milk,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
pip fruit,soda,,,,,,,,,
soda,candles,,,,,,,,,
ham,whole milk,brown bread,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
whole milk,detergent,,,,,,,,,
frankfurter,butter,long life bakery product,,,,,,,,
dishes,sweet spreads,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
misc. beverages,bottled water,mustard,,,,,,,,
soda,pastry,,,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
newspapers,whole milk,,,,,,,,,
frankfurter,soda,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,citrus fruit,frankfurter,spices,butter milk,UHT-milk,,,,,
light bulbs,frozen vegetables,liquor,citrus fruit,butter,chewing gum,cream cheese ,rolls/buns,,,
whipped/sour cream,dish cleaner,,,,,,,,,
root vegetables,onions,,,,,,,,,
pork,long life bakery product,,,,,,,,,
chicken,pork,,,,,,,,,
soda,red/blush wine,,,,,,,,,
shopping bags,salty snack,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
bottled beer,whole milk,salty snack,other vegetables,,,,,,,
shopping bags,napkins,,,,,,,,,
beef,dessert,,,,,,,,,
other vegetables,margarine,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
soda,nut snack,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
pastry,napkins,,,,,,,,,
onions,specialty vegetables,,,,,,,,,
other vegetables,herbs,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
soda,soft cheese,oil,,,,,,,,
meat,soda,,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
other vegetables,white bread,,,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
tropical fruit,chicken,,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
roll products ,waffles,,,,,,,,,
sausage,whole milk,,,,,,,,,
butter,newspapers,,,,,,,,,
frozen meals,detergent,,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
berries,whole milk,,,,,,,,,
processed cheese,tropical fruit,,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
fruit/vegetable juice,waffles,tropical fruit,domestic eggs,liquor (appetizer),dessert,,,,,
ham,pastry,,,,,,,,,
chicken,root vegetables,,,,,,,,,
fruit/vegetable juice,hamburger meat,soft cheese,specialty chocolate,bottled water,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
ice cream,whole milk,,,,,,,,,
pastry,chewing gum,,,,,,,,,
whole milk,soda,bottled water,pastry,,,,,,,
oil,curd,,,,,,,,,
soda,tropical fruit,,,,,,,,,
other vegetables,butter,,,,,,,,,
pickled vegetables,onions,,,,,,,,,
grapes,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
shopping bags,curd,,,,,,,,,
whole milk,skin care,,,,,,,,,
root vegetables,dog food,,,,,,,,,
canned beer,white bread,,,,,,,,,
pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
sausage,root vegetables,,,,,,,,,
hamburger meat,soft cheese,yogurt,margarine,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,yogurt,whole milk,,,,,,,,
yogurt,coffee,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
beef,other vegetables,,,,,,,,,
tropical fruit,whole milk,whole milk,,,,,,,,
frankfurter,napkins,,,,,,,,,
root vegetables,soda,,,,,,,,,
other vegetables,meat,,,,,,,,,
butter milk,long life bakery product,,,,,,,,,
other vegetables,mustard,soups,,,,,,,,
oil,brown bread,oil,seasonal products,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
pot plants,pickled vegetables,house keeping products,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
sausage,pork,pip fruit,soda,beef,fruit/vegetable juice,root vegetables,berries,misc. beverages,,
citrus fruit,whole milk,rolls/buns,liquor,tropical fruit,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
cat food,curd,bottled water,frozen vegetables,tea,,,,,,
brown bread,curd,,,,,,,,,
mustard,soda,,,,,,,,,
frankfurter,chicken,white bread,whipped/sour cream,specialty fat,soft cheese,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
rolls/buns,cat food,beverages,,,,,,,,
whole milk,cat food,,,,,,,,,
curd,soda,,,,,,,,,
other vegetables,dog food,,,,,,,,,
coffee,frozen fish,,,,,,,,,
hygiene articles,shopping bags,,,,,,,,,
onions,domestic eggs,waffles,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
UHT-milk,cream cheese ,cream cheese ,waffles,,,,,,,
whole milk,domestic eggs,rolls/buns,long life bakery product,,,,,,,
pot plants,yogurt,cream cheese ,,,,,,,,
whole milk,napkins,,,,,,,,,
soda,cling film/bags,,,,,,,,,
curd,citrus fruit,rolls/buns,other vegetables,dessert,,,,,,
pet care,pastry,red/blush wine,,,,,,,,
onions,berries,,,,,,,,,
butter milk,margarine,,,,,,,,,
whipped/sour cream,ice cream,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
ham,brown bread,,,,,,,,,
pip fruit,beverages,zwieback,,,,,,,,
root vegetables,rolls/buns,Instant food products,,,,,,,,
citrus fruit,pastry,,,,,,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
tropical fruit,soda,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
house keeping products,yogurt,,,,,,,,,
beef,processed cheese,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
butter milk,soda,,,,,,,,,
berries,processed cheese,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
berries,canned fish,waffles,,,,,,,,
soda,rolls/buns,napkins,salt,,,,,,,
semi-finished bread,pip fruit,,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
hamburger meat,candles,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
salty snack,root vegetables,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
pastry,other vegetables,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
waffles,specialty bar,,,,,,,,,
beef,pasta,,,,,,,,,
popcorn,domestic eggs,canned beer,butter milk,,,,,,,
soda,other vegetables,,,,,,,,,
salty snack,newspapers,,,,,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
frozen dessert,berries,,,,,,,,,
white wine,photo/film,whipped/sour cream,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
sausage,processed cheese,,,,,,,,,
rolls/buns,soda,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
whole milk,whole milk,,,,,,,,,
kitchen towels,bottled beer,,,,,,,,,
chicken,ice cream,,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
nuts/prunes,onions,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
whole milk,dishes,,,,,,,,,
tropical fruit,yogurt,brown bread,shopping bags,,,,,,,
sausage,soda,,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
meat,margarine,,,,,,,,,
beef,newspapers,canned vegetables,,,,,,,,
bottled beer,soap,,,,,,,,,
ice cream,whole milk,,,,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
pip fruit,pip fruit,,,,,,,,,
yogurt,ham,,,,,,,,,
curd,rice,other vegetables,canned fish,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
beef,yogurt,,,,,,,,,
detergent,rolls/buns,yogurt,,,,,,,,
detergent,ham,whole milk,pip fruit,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
butter milk,brown bread,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
beverages,oil,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
napkins,soda,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
cling film/bags,ham,,,,,,,,,
meat,chocolate,brown bread,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
specialty bar,rolls/buns,processed cheese,,,,,,,,
root vegetables,white bread,canned fish,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
white bread,rolls/buns,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,
sausage,cream cheese ,,,,,,,,,
butter,oil,,,,,,,,,
tropical fruit,whole milk,long life bakery product,rum,,,,,,,
chicken,yogurt,,,,,,,,,
ham,other vegetables,,,,,,,,,
shopping bags,skin care,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
whole milk,soda,soda,fruit/vegetable juice,,,,,,,
other vegetables,pork,,,,,,,,,
napkins,coffee,,,,,,,,,
rolls/buns,bottled water,whole milk,,,,,,,,
long life bakery product,chocolate,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
oil,other vegetables,,,,,,,,,
root vegetables,skin care,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
organic sausage,herbs,,,,,,,,,
tropical fruit,instant coffee,yogurt,salty snack,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,brown bread,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
curd,tropical fruit,,,,,,,,,
shopping bags,soda,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
chocolate,coffee,,,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
finished products,other vegetables,,,,,,,,,
ham,yogurt,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pastry,baking powder,,,,,,,,,
napkins,dessert,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
sausage,whole milk,bottled water,,,,,,,,
yogurt,bottled water,,,,,,,,,
pip fruit,white wine,shopping bags,,,,,,,,
tropical fruit,rolls/buns,frozen fish,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
waffles,shopping bags,soda,cream cheese ,,,,,,,
whole milk,chocolate marshmallow,rolls/buns,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
meat,whole milk,,,,,,,,,
root vegetables,margarine,,,,,,,,,
finished products,domestic eggs,margarine,,,,,,,,
photo/film,brown bread,,,,,,,,,
whole milk,beverages,,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
tropical fruit,curd,chocolate,,,,,,,,
beverages,jam,,,,,,,,,
yogurt,other vegetables,red/blush wine,domestic eggs,,,,,,,
shopping bags,soda,soups,,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
packaged fruit/vegetables,onions,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
ham,bottled water,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
beef,napkins,,,,,,,,,
pork,rolls/buns,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
root vegetables,dessert,,,,,,,,,
liquor,chicken,,,,,,,,,
yogurt,popcorn,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
red/blush wine,bottled water,sweet spreads,,,,,,,,
curd,root vegetables,,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
